,title,rating,review_count,price,publishing_house,binding,number_of_pages,paper_type,language,release_date,height,width,illustrated,thickness
455,Ночной портье,4.8,19.0,1481,АСТ,мягкая обложка,416.0,оффсетная,русский,2014.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
456,Сила Настоящего,4.7,33.0,3263,София,мягкая обложка,256.0,оффсетная,русский,2022.0,200.0,125.0,нет,15.0
457,Агнес Грей,4.5,10.0,1000,АСТ,мягкая обложка,256.0,типографская,русский,2022.0,180.0,115.0,нет,20.0
458,Тайные практики деревенской магии. Колдовская тетрадь с обрядами,4.2,5.0,3125,АСТ,твердый переплет,288.0,оффсетная,русский,2023.0,212.0,138.0,нет,22.596082241301403
459,Некрономикон. Книга запретных тайн,4.7,7.0,1250,АСТ,мягкая обложка,416.0,типографская,русский,2020.0,180.0,115.0,нет,27.0
460,Жестокий век,5.0,1.0,1546,Азбука,мягкая обложка,992.0,газетная,русский,2023.0,180.0,115.0,нет,40.0
461,Француженки не спят в одиночестве,4.6,15.0,1481,Эксмо,мягкая обложка,320.0,оффсетная,русский,2017.0,181.0,116.0,нет,17.0
462,Мой блокнот. Икигай,4.7,12.0,1647,Попурри,мягкая обложка,96.0,оффсетная,русский,2022.0,215.0,162.0,нет,6.0
463,Справочник по элементарной математике,5.0,7.0,2688,АСТ,твердый переплет,512.0,типографская,русский,2019.0,205.0,130.0,нет,28.0
464,А зори здесь тихие...,5.0,9.0,1095,АСТ,мягкая обложка,384.0,оффсетная,русский,2017.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
465,"Всё закончится, а ты нет. Книга силы, утешения и поддержки",4.8,5.0,3590,Бомбора,твердый переплет,272.0,оффсетная,русский,2023.0,208.0,148.0,нет,18.0
466,Незнакомка из Уайлдфелл-Холла,5.0,26.0,1250,АСТ,мягкая обложка,640.0,газетная,русский,2023.0,182.0,116.0,нет,28.0
467,Чебурашка. Официальная новеллизация,4.4,8.0,2020,АСТ,твердый переплет,160.0,оффсетная,русский,2023.0,208.0,134.0,нет,12.0
468,Дочь священника,4.8,10.0,1338,АСТ,мягкая обложка,352.0,оффсетная,русский,2022.0,179.0,115.0,нет,17.0
469,Гарри Поттер и Дары Смерти,4.3,15.0,4762,Махаон,твердый переплет,704.0,оффсетная,русский,2022.0,207.0,138.0,нет,35.0
470,Дебютная постановка. Том 2,5.0,3.0,3539,Эксмо,твердый переплет,512.0,пухлая,русский,2023.0,206.0,135.0,нет,30.0
471,Сказки Шахерезады. 1001 ночь. Самая полная версия с оригинальными иллюстрациями XIX века,4.2,5.0,11232,Алгоритм,твердый переплет,848.0,оффсетная,русский,2020.0,244.0,174.0,нет,43.0
472,Чагин,5.0,3.0,4749,АСТ,твердый переплет,384.0,оффсетная,русский,2022.0,207.0,134.0,нет,20.0
473,Рассказы,5.0,8.0,1151,Айрис-пресс,мягкая обложка,208.0,оффсетная,"русский, английский",2011.0,210.0,139.0,нет,10.0
474,Полный курс турецкого языка,5.0,6.0,3438,АСТ,мягкая обложка,352.0,типографская,русский,2022.0,235.0,162.0,нет,23.0
475,Ремесленный хлеб и сдоба на закваске,5.0,1.0,6979,ХлебСоль,твердый переплет,160.0,матовая,русский,2022.0,250.0,205.0,нет,14.0
476,Сказки дядюшки Римуса,4.9,14.0,902,Росмэн,твердый переплет,128.0,оффсетная,русский,2017.0,202.0,130.0,нет,8.0
477,Книжный вор,5.0,10.0,2863,Эксмо,твердый переплет,512.0,оффсетная,русский,2019.0,206.0,132.0,нет,30.0
478,Восхождение фениксов,5.0,3.0,4472,Freedom,твердый переплет,704.0,оффсетная,русский,2023.0,210.0,135.0,нет,33.0
479,Ходящие в ночи. Книга 3. Пленники раздора,5.0,1.0,4492,T8RUGRAM,мягкая обложка,672.0,оффсетная,русский,2022.0,180.0,120.0,нет,30.0
480,35 кило надежды,4.8,26.0,1095,АСТ,мягкая обложка,128.0,оффсетная,русский,2019.0,180.0,115.0,нет,22.596082241301403
481,Рассказы о войне,5.0,13.0,1108,Самовар,твердый переплет,192.0,оффсетная,русский,2018.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
482,Запуск! Быстрый старт для вашего бизнеса,5.0,3.0,5634,Прогресс книга,твердый переплет,320.0,оффсетная,русский,2022.0,213.0,146.0,нет,20.0
483,Непобедимый,4.8,6.0,1338,АСТ,мягкая обложка,224.0,оффсетная,русский,2016.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
484,Дикие,4.0,5.0,2760,Popcorn Books,мягкая обложка,352.0,газетная,русский,2020.0,215.0,145.0,нет,27.0
485,Плаха,5.0,3.0,1616,Эксмо,твердый переплет,352.0,газетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
486,Пять минут жизни,4.7,15.0,3217,Эксмо,твердый переплет,448.0,оффсетная,русский,2021.0,206.0,135.0,нет,29.0
487,Искупление,4.6,5.0,1525,Эксмо,мягкая обложка,544.0,газетная,русский,2020.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
488,Жестокий век,4.7,10.0,4094,АСТ,твердый переплет,864.0,типографская,русский,2021.0,203.0,125.0,нет,35.0
489,"Там, где цветет полынь",4.8,26.0,2606,Popcorn Books,мягкая обложка,575.0,газетная,русский,2022.0,210.0,140.0,нет,45.0
490,Аня из Авонлеи. Лимитированный дизайн,5.0,1.0,2316,Эксмо,твердый переплет,320.0,пухлая,русский,2023.0,206.0,136.0,нет,20.0
491,Букварь,4.9,203.0,1579,Эксмо,твердый переплет,96.0,оффсетная,русский,2016.0,201.0,152.0,нет,10.0
492,После ссоры,5.0,4.0,3539,Эксмо,твердый переплет,608.0,оффсетная,русский,2020.0,206.0,132.0,нет,30.0
493,Унесенные ветром. Том 2,5.0,2.0,1525,Эксмо,мягкая обложка,768.0,оффсетная,русский,2019.0,180.0,115.0,нет,22.596082241301403
494,Страны и флаги,5.0,11.0,1070,Вакоша,мягкая обложка,14.0,оффсетная,русский,2022.0,320.0,240.0,да,2.0
495,Из третьего мира - в первый. История Сингапура (1965-2000),4.7,38.0,9270,"Манн, Иванов и Фербер",суперобложка,576.0,оффсетная,русский,2019.0,236.0,167.0,нет,22.596082241301403
496,Слушай песню ветра. Пинбол 1973,4.830314232902033,17.495748613678373,1430,Эксмо,мягкая обложка,352.0,газетная,русский,2023.0,181.0,116.0,нет,14.0
497,"С тобой я дома. Книга о том, как любить друг друга, оставаясь верными себе",4.7,19.0,3400,Эксмо,твердый переплет,416.0,оффсетная,русский,2022.0,207.0,145.0,нет,27.0
498,#НенавистьЛюбовь,4.9,11.0,2908,Clever,твердый переплет,608.0,оффсетная,русский,2020.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
499,Питер Пен,5.0,2.0,913,АСТ,мягкая обложка,128.0,оффсетная,русский,2016.0,198.0,125.0,нет,7.0
500,"8 ритуалов успеха в жизни и бизнесе от монаха, который продал свой «феррари». Как побеждать",4.8,4.0,1695,АСТ,мягкая обложка,288.0,оффсетная,русский,2019.0,200.0,125.0,нет,15.0
501,Три кота. Читаю по слогам. Ночь на природе,5.0,11.0,608,Мозаика-Синтез,мягкая обложка,12.0,оффсетная,русский,2020.0,210.0,160.0,нет,1.0
502,Кармилла,4.830314232902033,17.495748613678373,3217,Эксмо,твердый переплет,304.0,оффсетная,русский,2023.0,212.0,138.0,нет,22.596082241301403
