,title,rating,review_count,price,Издательство,ISBN,Переплет,Количество страниц,Бумага,Язык,Дата выхода,Высота издания,Ширина издания,Код товара,Unnamed: 14,Тираж,Иллюстрированная,Формат книги,Толщина издания,Производитель,Артикул,Количество листов,Формат,Крепление,Обложка,Отделка обложки,Плотность,Страна-производитель,Размер (Д×Ш×В),Упаковка,Год,Учебный период,Предметы,Бренд,Серия,Цвет,Материал,Типы материалов,Пол,Дополнительная информация,Количество в наборе,Возраст,Размер упаковки (Д×Ш×В),Торговая марка,Вид,Особенности,Продолжительность игры,Количество игроков,Комплектация,Вид лампы,Количество режимов,Световая температура,Световой поток,Мощность,Патрон,Тип питания,Разъёмы,Длина кабеля,Гарантия,Unnamed: 17,Цоколь
1289,Худшие подруги,4.8,4.0,2639,Эксмо,978-5-04-117696-9,твердый переплет,320.0,,русский,2021.0,207 мм,132 мм,1968129,,3000 экземпляров,нет,84x108/32,21 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,"Самый богатый человек в Вавилоне. Классическое издание, исправленное и дополненное",4.8,12.0,1570,АСТ,978-5-17-106148-7,твердый переплет,192.0,"газетная, пухлая",русский,2022.0,206 мм,130 мм,2620808,,,,84x108/32,16 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Выйди из зоны комфорта. Измени свою жизнь,4.8,6.0,1774,"Манн, Иванов и Фербер",978-5-00195-763-8,мягкая обложка,192.0,"пухлая, типографская",русский,2022.0,185 мм,125 мм,2580145,,,,80x108/32,10 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Карты метафорические ассоциативные «Аватар»,5.0,5.0,2285,,,,,,,,,,2689518,,,,,,Лас Играс,,,,,,,,Китай,,картонная коробка,,,,,,,"бумага, картон",,унисекс,,,от 16 лет,"3,5 × 10,5 × 15,5 см",,,,,,"карты — 50 шт., методическое пособие",,,,,,,,,,,,
1293,"Игры, в которые играют люди. Люди, которые играют в игры",5.0,6.0,4116,Эксмо,"978-5-699-18299-2, 5-699-18299-3",твердый переплет,576.0,офсетная,русский,2015.0,,,41624,,6000 экземпляров,нет,60x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Этюд в багровых тонах. Знак четырех. Записки о Шерлоке Холмсе,4.9,16.0,1294,АСТ,978-5-17-114391-6,мягкая обложка,640.0,газетная,русский,2021.0,180 мм,115 мм,1381743,,7000 экземпляров,нет,76x100/32,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,Музей Невинности,4.5,10.0,1393,Азбука,978-5-389-10134-0,мягкая обложка,608.0,газетная,русский,2023.0,180 мм,115 мм,552995,,4000 экземпляров,нет,,23 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Домовенок Кузька,4.9,35.0,909,Росмэн,978-5-353-07207-2,твердый переплет,160.0,,русский,2021.0,,,575147,,,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,Связанные честью,5.0,11.0,2782,АСТ,978-5-17-154479-9,твердый переплет,352.0,пухлая,русский,2023.0,208 мм,138 мм,2923081,,,,84x108/32,31 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,Карточки для изучения английских слов «A1»,5.0,3.0,6755,Aikum,,,,,,,,,2403380,,,,,,,,,,,,,,Казахстан,,картонная коробка,,,,,,,картон,,унисекс,,500 шт. ,от 8 лет,21 × 7 × 5 см ,,,,,,,,,,,,,,,,,,
1299,Вторая жизнь Уве,4.9,53.0,5472,Синдбад,978-5-905891-97-7,твердый переплет,384.0,офсетная,русский,2016.0,205 мм,132 мм,724410,,,нет,,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,Прекрасно в теории,4.7,3.0,2906,АСТ,978-5-17-139238-3,твердый переплет,384.0,офсетная,русский,2022.0,206 мм,133 мм,2311981,,,нет,84x108/32,23 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,Книжки-картонки. Транспорт,4.0,1.0,1096,Робинс,978-5-4366-0764-1,,12.0,картон,русский,2021.0,140 мм,140 мм,2232041,,,нет,,14 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Американская трагедия,5.0,2.0,2688,АСТ,978-5-17-113767-0,твердый переплет,928.0,газетная,русский,2019.0,200 мм,125 мм,1367238,,2000 экземпляров,нет,84x108/32,40 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,Самая страшная книга 2024,,,2782,АСТ,978-5-17-159079-6,твердый переплет,640.0,,русский,2023.0,210 мм,135 мм,3008204,,,,84×108/32,34 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,Часы,4.5,6.0,1430,Эксмо,978-5-04-104538-8,мягкая обложка,320.0,,русский,2019.0,165 мм,113 мм,1480780,,5000 экземпляров,нет,70x100/32,21 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Бесы,,,1332,Эксмо,978-5-04-117282-4,твердый переплет,608.0,газетная,русский,2020.0,207 мм,135 мм,1865149,,7000 экземпляров,нет,84x108/32,28 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Ноmo Deus. Краткая история будущего,4.8,6.0,5194,Синдбад,"978-5-00131-353-3, 978-5-906837-92-9",твердый переплет,496.0,офсетная,русский,2021.0,243 мм,173 мм,1146623,,,нет,,28 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Моя вина,5.0,8.0,3219,АСТ,978-5-17-138836-2,твердый переплет,480.0,типографская,русский,2021.0,200 мм,125 мм,2063865,,,нет,84x108/32,31 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,"Психотрюки. 69 приемов в общении, которым не учат в школе",5.0,17.0,3560,Бомбора,978-5-04-119513-7,мягкая обложка,256.0,офсетная,русский,2021.0,220 мм,165 мм,2235667,,,нет,70x90/16,18 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,Американская трагедия,4.9,8.0,1695,АСТ,978-5-17-114759-4,мягкая обложка,1024.0,газетная,русский,2019.0,180 мм,115 мм,1403957,,7000 экземпляров,нет,76x100/32,40 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,Избранные речи,,,2188,Эксмо,978-5-04-189307-1,твердый переплет,192.0,офсетная,русский,2023.0,220 мм,146 мм,3055946,,,,60x90/16,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,Хорошая дочь,5.0,4.0,3313,Inspiria,978-5-04-118974-7,твердый переплет,544.0,офсетная,русский,2021.0,206 мм,135 мм,2267307,,10000 экземпляров,нет,84x108/32,31 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,Ответ. Проверенная методика достижения недостижимого,5.0,12.0,4664,Эксмо,978-5-699-96984-5,твердый переплет,304.0,офсетная,русский,2017.0,243 мм,174 мм,973326,,,нет,70x100/16,24 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,Наклейки-кружочки. Выпуск 4,4.8,9.0,585,Стрекоза,"978-5-9951-3218-9, 978-5-9951-3175-5, 978-5-9951-3003-1",мягкая обложка,8.0,мелованная,русский,2018.0,,,827012,,,да,70x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,Крайон.Большая книга: Хроники Акаши. Голос Вселенной,5.0,9.0,2782,АСТ,978-5-17-136950-7,твердый переплет,464.0,газетная,русский,2021.0,,,2032902,,2000 экземпляров,нет,60x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,Узнаю звуки и буквы. Для детей 4-5 лет. В 2 частях. Часть 1,5.0,3.0,1287,Эксмо,"978-5-699-62369-3, 978-5-699-28407-8, 978-5-699-29696-5, 978-5-699-32447-7",мягкая обложка,56.0,,русский,2021.0,281 мм,210 мм,69197,,5000 экземпляров,нет,60x84/8,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,Твой XVIII век. Твой XIX век. Грань веков,,,4592,Азбука,978-5-389-23847-3,твердый переплет,800.0,офсетная,русский,2023.0,216 мм,145 мм,3058973,,,,,40 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Беседы и суждения,4.8,4.0,913,АСТ,978-5-17-123299-3,мягкая обложка,224.0,типографская,русский,2020.0,180 мм,115 мм,1847869,,5000 экземпляров,нет,76x100/32,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,Завтрак у Тиффани,4.5,12.0,1039,Азбука-Аттикус,"978-5-389-08670-8, 978-5-389-02250-8",мягкая обложка,256.0,,русский,2018.0,,,202968,,5000 экземпляров,нет,75x100/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,Лило и Стич. Межпланетная дружба. Книга для чтения с цветными картинками,,,2079,Эксмодетство,978-5-04-166054-3,твердый переплет,64.0,мелованная,русский,2022.0,202 мм,148 мм,2515686,,,да,,8 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,"Котенок Звездочка, или Двойной сюрприз",5.0,7.0,1700,Эксмо,978-5-699-88515-2,твердый переплет,144.0,офсетная,русский,2016.0,200 мм,125 мм,705028,,15000 экземпляров,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Таинственный сад,4.8,205.0,1044,АСТ,978-5-17-119978-4,мягкая обложка,320.0,типографская,русский,2020.0,180 мм,115 мм,1618768,,5000 экземпляров,нет,76x100/32,21 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,"Да, нет, возможно",,,2346,Popcorn Books,978-5-604-78597-3,мягкая обложка,416.0,,русский,2023.0,210 мм,140 мм,2956576,,,,60x90/16,35 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,Мозг против похудения. Почему ты не можешь расстаться с лишними килограммами?,5.0,5.0,3217,Эксмо,978-5-04-106723-6,твердый переплет,336.0,,русский,2020.0,207 мм,132 мм,1847364,,,нет,84x108/32,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,Призрак кошки,4.9,46.0,2316,Эксмо,978-5-699-88383-7,твердый переплет,224.0,офсетная,русский,2016.0,218 мм,143 мм,689421,,,нет,60x90/16,21 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,200 занимательных упражнений с буквами и звуками для детей 5-6 лет,4.8,5.0,1439,АСТ,978-5-17-099804-3,мягкая обложка,112.0,газетная,русский,2016.0,280 мм,210 мм,743466,,,нет,60x84/8,4 мм,,,,,,,,,,,,,от 5 до 7 лет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,"1000 и 1 день без секса. Белая книга. Чем занималась я, пока вы занимались сексом",5.0,10.0,2690,АСТ,978-5-17-117872-7,твердый переплет,304.0,,русский,2019.0,84 мм,16 мм,1483750,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,Маленький друг,5.0,1.0,5146,Corpus,978-5-17-088752-1,твердый переплет,640.0,,русский,2015.0,,,609926,,,нет,60x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Домашние питомцы. Энциклопедия для детского сада,4.4,7.0,998,Росмэн,978-5-353-08477-8,твердый переплет,48.0,,русский,2017.0,215 мм,162 мм,928231,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,Лето в маленькой пекарне,5.0,1.0,1564,Иностранка,978-5-389-23015-6,мягкая обложка,480.0,газетная,русский,2023.0,180 мм,115 мм,2832429,,,,,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,Находилки. Животные,5.0,1.0,617,Эксмодетство,978-5-04-120868-4,мягкая обложка,20.0,,русский,2022.0,,,2328911,,,нет,60x84/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,Анна Каренина,4.0,1.0,2863,Эксмо,978-5-04098-828-0,мягкая обложка,800.0,офсетная,русский,2023.0,200 мм,125 мм,2956389,,,,84x108/32,36 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Перси Джексон и последнее пророчество,4.9,24.0,2639,Эксмо,"978-5-699-67693-4, 978-5-699-43257-8, 9785699676934",твердый переплет,464.0,,русский,2017.0,,,153861,,20000 экземпляров,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,Выбор,5.0,20.0,1389,АСТ,978-5-17-982731-3,мягкая обложка,320.0,типографская,русский,2021.0,180 мм,115 мм,948676,,,нет,76x100/32,22 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,Цель-2. Дело не в везении,5.0,2.0,4298,Интеллектуальная Литература,978-5-907470-62-0,твердый переплет,232.0,,русский,2022.0,241 мм,168 мм,2232557,,,нет,70x100/16,16 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,Шантарам,4.9,194.0,4630,Азбука,978-5-389-01095-6,твердый переплет,864.0,газетная,русский,2022.0,240 мм,147 мм,151062,,12000 экземпляров,нет,60x100/16,53 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,"Поступай как женщина, думай как мужчина. Почему мужчины любят, но не женятся и другие секреты сильного пола",4.6,25.0,2414,Эксмо,978-5-699-95425-4,твердый переплет,256.0,,русский,2017.0,200 мм,125 мм,845229,,,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,Вы меня бесите! Раскраска-антистресс для взрослых,5.0,5.0,1950,Эксмо,978-5-699-99325-3,интегральный переплет,96.0,,русский,2017.0,245 мм,245 мм,930274,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,IQ в футболе. Как играют умные футболисты,5.0,2.0,3217,Эксмо,978-5-699-81837-2,твердый переплет,176.0,офсетная,русский,2016.0,242 мм,168 мм,715875,,,нет,70x100/16,10 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,Восстание клана Чан,5.0,4.0,4472,Freedom,978-5-04179-535-1,твердый переплет,704.0,,русский,2023.0,206 мм,129 мм,2911663,,,,84x108/32,34 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,Школа Добра и Зла. Кристалл времени,5.0,10.0,3217,Эксмо,978-5-04-104091-8,твердый переплет,720.0,офсетная,русский,2019.0,212 мм,138 мм,1492949,,,нет,60x90/16,40 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,Все правила русского языка. Карманный справочник,5.0,1.0,1052,Мартин,978-5-8475-1478-1,твердый переплет,256.0,офсетная,русский,2023.0,165 мм,120 мм,2895396,,,,70х90/32,20 мм,,,,,,,,,,,,,5-11 классы,русский язык,,,,,справочники,,,,,,,,,,,,,,,,,,,,,,,
1342,Маленькие женщины,4.8,29.0,999,Азбука,978-5-389-06623-6,мягкая обложка,384.0,газетная,русский,2023.0,180 мм,115 мм,946015,,,,,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,Унесенные ветром. Том 2,5.0,10.0,1614,АСТ,978-5-17-122900-9,мягкая обложка,704.0,газетная,русский,2020.0,180 мм,115 мм,1692109,,,нет,,27 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Позже,5.0,5.0,2782,АСТ,978-5-17-137507-2,твердый переплет,320.0,офсетная,русский,2021.0,207 мм,137 мм,2127372,,32000 экземпляров,нет,84x108/32,21 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Книжный вор,4.8,17.0,3763,Like Book,978-5-04-112143-3,твердый переплет,560.0,офсетная,русский,2020.0,205 мм,132 мм,1833569,,5000 экземпляров,нет,84x108/32,33 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,Новая школа игры на фортепиано,4.8,6.0,3496,Феникс,"979-0-66003-807-9, 979-066003772-0, 979-0-66003-598-6, 979-0-66003-559-7",мягкая обложка,206.0,офсетная,русский,2022.0,290 мм,205 мм,924001,,,нет,60x84/8,10 мм,,,,,,,,,,,,,,музыка,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,"Не все ли равно, что думают другие?",5.0,2.0,1481,АСТ,978-5-17-121238-4,мягкая обложка,320.0,офсетная,русский,2020.0,180 мм,115 мм,1660615,,,нет,76x100/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,Ёлки-Палкин. Книга-забава с наклейками,5.0,17.0,304,Фламинго,978-5-7833-2275-4,мягкая обложка,12.0,,русский,2017.0,240 мм,170 мм,928794,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,"Артур, Луи и Адель",4.8,25.0,2508,Clever,978-5-00154-279-7,твердый переплет,352.0,офсетная,русский,2020.0,250 мм,130 мм,1603507,,,нет,84x108/32,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,Заводной апельсин,4.5,58.0,1338,АСТ,978-5-17-080109-1,мягкая обложка,256.0,офсетная,русский,2014.0,,,370242,,,нет,76x100/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,"Котёнок Усатик, или Отважное сердце",4.9,26.0,1700,Эксмо,"978-5-699-68155-6, 978-5-04-096900-5",твердый переплет,144.0,офсетная,русский,2022.0,210 мм,135 мм,471282,,,нет,84×108/32,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,Таро Уэйта. 100 лучших раскладов для любой ситуации. Подробное толкование,,,2564,АСТ,978-5-17-149995-2,твердый переплет,352.0,офсетная,русский,2022.0,208 мм,134 мм,2544514,,,,,19 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,Тачки. Жми на газ!,5.0,3.0,2079,Эксмо,978-5-04-101994-5,твердый переплет,64.0,,русский,2019.0,201 мм,147 мм,1404393,,4000 экземпляров,нет,60x82/16,8 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,Орлеан,3.6,10.0,3438,АСТ,978-5-17-137848-6,твердый переплет,544.0,типографская,русский,2021.0,208 мм,134 мм,2151039,,,нет,84x108/32,30 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
